"Subject"	"TrialType"	"numErr"	"GenType"	"Task"	"ConType"	"PrimeType"	"TargetType"	"numTOErr"	"numComErr"	"Observer"
105	"WITnumErr_bt"	13	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	5	"Present"
106	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	19	"Absent"
107	"WITnumErr_bt"	30	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	27	"Present"
108	"WITnumErr_bt"	11	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	8	"Absent"
109	"WITnumErr_bt"	27	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	22	"Absent"
110	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	0	18	"Present"
111	"WITnumErr_bt"	8	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	7	"Absent"
112	"WITnumErr_bt"	13	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	7	"Present"
113	"WITnumErr_bt"	13	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	9	"Present"
114	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	14	4	"Absent"
115	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	17	"Present"
116	"WITnumErr_bt"	12	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	7	"Absent"
117	"WITnumErr_bt"	9	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	4	"Present"
118	"WITnumErr_bt"	29	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	28	"Absent"
119	"WITnumErr_bt"	13	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	11	"Present"
120	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	17	"Absent"
121	"WITnumErr_bt"	14	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	6	"Present"
122	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	13	15	"Absent"
123	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	23	5	"Present"
124	"WITnumErr_bt"	15	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	13	"Absent"
125	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	17	7	"Present"
126	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	12	12	"Absent"
127	"WITnumErr_bt"	11	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	4	"Present"
128	"WITnumErr_bt"	14	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	13	1	"Absent"
129	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	7	"Present"
130	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	10	14	"Absent"
131	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	10	"Present"
132	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	10	"Absent"
133	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	10	"Present"
134	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	14	6	"Absent"
135	"WITnumErr_bt"	10	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	8	"Present"
136	"WITnumErr_bt"	26	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	16	10	"Absent"
137	"WITnumErr_bt"	37	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	36	"Present"
138	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	13	3	"Present"
139	"WITnumErr_bt"	27	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	18	"Absent"
140	"WITnumErr_bt"	4	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	2	"Absent"
141	"WITnumErr_bt"	6	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	5	"Present"
142	"WITnumErr_bt"	30	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	19	"Absent"
143	"WITnumErr_bt"	23	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	18	"Present"
144	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	16	"Absent"
145	"WITnumErr_bt"	29	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	24	"Present"
146	"WITnumErr_bt"	27	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	23	"Absent"
147	"WITnumErr_bt"	22	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	20	"Present"
148	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	16	"Absent"
149	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	16	"Present"
150	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	18	"Absent"
151	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	8	"Present"
152	"WITnumErr_bt"	23	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	15	"Absent"
153	"WITnumErr_bt"	12	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	7	"Present"
154	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	24	"Absent"
155	"WITnumErr_bt"	11	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	10	"Present"
156	"WITnumErr_bt"	8	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	4	"Absent"
157	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	14	5	"Present"
158	"WITnumErr_bt"	NA	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	NA	NA	"Absent"
159	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	16	"Present"
160	"WITnumErr_bt"	28	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	21	"Absent"
161	"WITnumErr_bt"	10	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	8	2	"Present"
162	"WITnumErr_bt"	17	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	14	"Absent"
163	"WITnumErr_bt"	29	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	28	"Present"
164	"WITnumErr_bt"	12	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	5	"Absent"
165	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	13	3	"Present"
166	"WITnumErr_bt"	39	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	32	"Absent"
167	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	17	4	"Present"
168	"WITnumErr_bt"	15	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	8	"Absent"
169	"WITnumErr_bt"	15	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	14	"Present"
170	"WITnumErr_bt"	35	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	13	22	"Absent"
171	"WITnumErr_bt"	16	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	14	"Present"
172	"WITnumErr_bt"	15	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	10	"Absent"
173	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	20	4	"Present"
174	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	13	"Absent"
175	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	9	"Present"
176	"WITnumErr_bt"	6	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	1	"Absent"
177	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	16	"Present"
178	"WITnumErr_bt"	20	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	11	"Absent"
179	"WITnumErr_bt"	33	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	18	15	"Present"
180	"WITnumErr_bt"	33	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	10	23	"Absent"
181	"WITnumErr_bt"	11	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	5	"Present"
182	"WITnumErr_bt"	27	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	9	18	"Absent"
183	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	20	"Present"
184	"WITnumErr_bt"	9	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	6	"Absent"
185	"WITnumErr_bt"	19	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	10	9	"Present"
186	"WITnumErr_bt"	30	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	20	10	"Absent"
187	"WITnumErr_bt"	26	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	3	23	"Present"
188	"WITnumErr_bt"	12	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	7	"Absent"
189	"WITnumErr_bt"	9	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	3	"Present"
190	"WITnumErr_bt"	26	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	12	14	"Absent"
191	"WITnumErr_bt"	33	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	22	11	"Present"
192	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	20	"Absent"
193	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	21	"Present"
194	"WITnumErr_bt"	30	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	25	"Absent"
195	"WITnumErr_bt"	35	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	5	30	"Present"
196	"WITnumErr_bt"	18	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	12	6	"Absent"
197	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	7	18	"Present"
198	"WITnumErr_bt"	26	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	0	26	"Absent"
199	"WITnumErr_bt"	5	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	3	"Present"
200	"WITnumErr_bt"	21	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	11	10	"Absent"
201	"WITnumErr_bt"	14	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	1	13	"Present"
202	"WITnumErr_bt"	25	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	21	"Absent"
203	"WITnumErr_bt"	41	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	33	8	"Present"
204	"WITnumErr_bt"	22	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	2	20	"Absent"
205	"WITnumErr_bt"	17	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	6	11	"Present"
206	"WITnumErr_bt"	24	"black_incon"	"WIT"	"incongruent"	"black"	"tool"	4	20	"Absent"
1	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"
2	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	8	"Absent"
3	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	12	"Present"
4	"WITnumErr_wt"	21	"white_con"	"WIT"	"congruent"	"white"	"tool"	16	5	"Absent"
5	"WITnumErr_wt"	6	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	1	"Present"
6	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	4	"Absent"
7	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"
8	"WITnumErr_wt"	21	"white_con"	"WIT"	"congruent"	"white"	"tool"	19	2	"Absent"
9	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"
10	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	14	"Absent"
11	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	7	"Present"
12	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	9	"Absent"
13	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	7	"Present"
14	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	9	"Absent"
15	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	14	4	"Present"
16	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	7	"Absent"
17	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	9	"Present"
18	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	14	"Absent"
19	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"
20	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	10	"Absent"
21	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	8	"Present"
22	"WITnumErr_wt"	23	"white_con"	"WIT"	"congruent"	"white"	"tool"	13	10	"Absent"
23	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	5	"Present"
24	"WITnumErr_wt"	26	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	20	"Absent"
25	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	13	4	"Present"
26	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	13	"Absent"
27	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	12	5	"Present"
28	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	20	"Absent"
29	"WITnumErr_wt"	22	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	18	"Present"
30	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	8	"Absent"
31	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"
32	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	16	"Absent"
33	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	7	"Present"
34	"WITnumErr_wt"	7	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	5	"Absent"
35	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	13	4	"Present"
36	"WITnumErr_wt"	27	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	18	"Absent"
37	"WITnumErr_wt"	45	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	42	"Present"
38	"WITnumErr_wt"	29	"white_con"	"WIT"	"congruent"	"white"	"tool"	13	16	"Absent"
39	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	7	"Present"
40	"WITnumErr_wt"	3	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	2	"Absent"
41	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	7	"Present"
42	"WITnumErr_wt"	5	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	1	"Absent"
43	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	6	"Present"
44	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	15	"Absent"
45	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	12	"Present"
46	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	5	"Absent"
47	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	5	"Present"
48	"WITnumErr_wt"	26	"white_con"	"WIT"	"congruent"	"white"	"tool"	16	10	"Absent"
49	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	3	"Absent"
50	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	18	"Present"
51	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Present"
52	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	2	"Absent"
53	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	9	"Present"
54	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	8	"Absent"
55	"WITnumErr_wt"	22	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	12	"Present"
56	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	7	"Absent"
57	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	4	"Present"
58	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	7	"Absent"
59	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	12	2	"Present"
60	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	1	"Absent"
61	"WITnumErr_wt"	30	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	29	"Present"
62	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	6	"Absent"
63	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	5	"Present"
64	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	16	"Absent"
65	"WITnumErr_wt"	21	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	15	"Present"
66	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	9	"Absent"
67	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	14	4	"Present"
68	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	5	"Absent"
69	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	7	"Present"
70	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	11	"Absent"
71	"WITnumErr_wt"	21	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	13	"Present"
72	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	11	1	"Absent"
73	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	11	"Present"
74	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	7	"Absent"
75	"WITnumErr_wt"	26	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	24	"Present"
76	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	11	"Absent"
77	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	10	"Present"
78	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	11	7	"Absent"
79	"WITnumErr_wt"	5	"white_con"	"WIT"	"congruent"	"white"	"tool"	0	5	"Present"
80	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	11	"Absent"
81	"WITnumErr_wt"	23	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	20	"Present"
82	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	20	"Absent"
83	"WITnumErr_wt"	22	"white_con"	"WIT"	"congruent"	"white"	"tool"	12	10	"Present"
84	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	3	"Absent"
85	"WITnumErr_wt"	31	"white_con"	"WIT"	"congruent"	"white"	"tool"	18	13	"Present"
86	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	2	"Absent"
87	"WITnumErr_wt"	29	"white_con"	"WIT"	"congruent"	"white"	"tool"	28	1	"Present"
88	"WITnumErr_wt"	20	"white_con"	"WIT"	"congruent"	"white"	"tool"	11	9	"Absent"
89	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	7	"Present"
90	"WITnumErr_wt"	21	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	19	"Absent"
91	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	10	"Present"
92	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	9	"Absent"
93	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	4	"Present"
94	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	15	"Absent"
95	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	11	13	"Present"
96	"WITnumErr_wt"	7	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	3	"Absent"
97	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	5	"Present"
98	"WITnumErr_wt"	25	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	19	"Absent"
99	"WITnumErr_wt"	5	"white_con"	"WIT"	"congruent"	"white"	"tool"	0	5	"Present"
100	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	5	"Absent"
101	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	5	"Present"
102	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	4	"Absent"
103	"WITnumErr_wt"	5	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	2	"Present"
104	"WITnumErr_wt"	8	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	3	"Absent"
105	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	2	"Present"
106	"WITnumErr_wt"	25	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	16	"Absent"
107	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	20	"Present"
108	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	7	"Absent"
109	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	4	"Absent"
110	"WITnumErr_wt"	21	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	18	"Present"
111	"WITnumErr_wt"	4	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	2	"Absent"
112	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	3	"Present"
113	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	9	"Present"
114	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	6	"Absent"
115	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	14	"Present"
116	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	7	"Absent"
117	"WITnumErr_wt"	11	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	4	"Present"
118	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	23	"Absent"
119	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	15	"Present"
120	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	17	"Absent"
121	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	6	"Present"
122	"WITnumErr_wt"	23	"white_con"	"WIT"	"congruent"	"white"	"tool"	13	10	"Absent"
123	"WITnumErr_wt"	28	"white_con"	"WIT"	"congruent"	"white"	"tool"	18	10	"Present"
124	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	10	"Absent"
125	"WITnumErr_wt"	25	"white_con"	"WIT"	"congruent"	"white"	"tool"	14	11	"Present"
126	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	5	"Absent"
127	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	4	"Present"
128	"WITnumErr_wt"	4	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	1	"Absent"
129	"WITnumErr_wt"	21	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	13	"Present"
130	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	13	5	"Absent"
131	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	6	"Present"
132	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	11	6	"Absent"
133	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	9	1	"Present"
134	"WITnumErr_wt"	26	"white_con"	"WIT"	"congruent"	"white"	"tool"	12	14	"Absent"
135	"WITnumErr_wt"	18	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	16	"Present"
136	"WITnumErr_wt"	26	"white_con"	"WIT"	"congruent"	"white"	"tool"	16	10	"Absent"
137	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	23	"Present"
138	"WITnumErr_wt"	24	"white_con"	"WIT"	"congruent"	"white"	"tool"	21	3	"Present"
139	"WITnumErr_wt"	19	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	12	"Absent"
140	"WITnumErr_wt"	9	"white_con"	"WIT"	"congruent"	"white"	"tool"	4	5	"Absent"
141	"WITnumErr_wt"	3	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	1	"Present"
142	"WITnumErr_wt"	27	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	19	"Absent"
143	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	8	5	"Present"
144	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	14	"Absent"
145	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	0	14	"Present"
146	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	12	"Absent"
147	"WITnumErr_wt"	17	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	16	"Present"
148	"WITnumErr_wt"	16	"white_con"	"WIT"	"congruent"	"white"	"tool"	5	11	"Absent"
149	"WITnumErr_wt"	21	"white_con"	"WIT"	"congruent"	"white"	"tool"	7	14	"Present"
150	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	11	"Absent"
151	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	3	"Present"
152	"WITnumErr_wt"	14	"white_con"	"WIT"	"congruent"	"white"	"tool"	2	12	"Absent"
153	"WITnumErr_wt"	10	"white_con"	"WIT"	"congruent"	"white"	"tool"	6	4	"Present"
154	"WITnumErr_wt"	12	"white_con"	"WIT"	"congruent"	"white"	"tool"	0	12	"Absent"
155	"WITnumErr_wt"	13	"white_con"	"WIT"	"congruent"	"white"	"tool"	1	12	"Present"
156	"WITnumErr_wt"	7	"white_con"	"WIT"	"congruent"	"white"	"tool"	3	4	"Absent"
157	"WITnumErr_wt"	15	"white_con"	"WIT"	"congruent"	"white"	"tool"	10	5	"Present"
158	"WITnumErr_wt"	NA	"white_con"	"WIT"	"congruent"	"white"	"tool"	NA	NA	"Absent"
